source_id,author,title,source_type,collection,verdict,edition,known_url,passages,words,in_ingestion_log,note
jw-letter-1774-30-to-christopher-hopper,john-wesley,30 To Christopher Hopper,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,138,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1779-03-to-kitty-warren,john-wesley,03 To Kitty Warren,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,138,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1782a-41-to-john-bredin,john-wesley,A 41 To John Bredin,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,138,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1760-13-to-lord-rawdon-sligo-may-18-1760,john-wesley,13 To Lord Rawdon Sligo May 18 1760,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1765-13-to-the-leaders-and-stewards-limerick-june-9-1765,john-wesley,13 To The Leaders And Stewards Limerick June 9 1765,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1769-31-to-mrs-woodhouse,john-wesley,31 To Mrs Woodhouse,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1771-41-to-mrs-crosby,john-wesley,41 To Mrs Crosby,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1775-16-to-martha-chapman,john-wesley,16 To Martha Chapman,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1775-72-to-john-valton,john-wesley,72 To John Valton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1782b-26-to-william-robarts,john-wesley,B 26 To William Robarts,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788a-59-to-henry-moore,john-wesley,A 59 To Henry Moore,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788a-69-to-walter-churchey,john-wesley,A 69 To Walter Churchey,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1789a-16-to-joseph-taylor,john-wesley,A 16 To Joseph Taylor,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1790b-28-to-george-snowden,john-wesley,B 28 To George Snowden,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,137,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1757-10-to-mrs-crosby,john-wesley,10 To Mrs Crosby,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1763-24-to-george-merryweather,john-wesley,24 To George Merryweather,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1765-14-to-thomas-rankin,john-wesley,14 To Thomas Rankin,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1773-02-to-alexander-clark,john-wesley,02 To Alexander Clark,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1773-71-to-martha-chapman,john-wesley,71 To Martha Chapman,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1774-13-to-martha-chapman,john-wesley,13 To Martha Chapman,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1775-86-to-the-printer-of-the-gazetteer,john-wesley,86 To The Printer Of The Gazetteer,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1779-34-to-miss-livingston,john-wesley,34 To Miss Livingston,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1780b-05-to-john-valton,john-wesley,B 05 To John Valton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1782b-21-to-richard-rodda,john-wesley,B 21 To Richard Rodda,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1785a-04-to-mrs-johnson,john-wesley,A 04 To Mrs Johnson,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1785a-14-to-john-baxendale,john-wesley,A 14 To John Baxendale,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1786a-29-to-thomas-tattershall,john-wesley,A 29 To Thomas Tattershall,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788b-54-to-robert-carr-brackenbury,john-wesley,B 54 To Robert Carr Brackenbury,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1789a-28-to-john-taylor,john-wesley,A 28 To John Taylor,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1790a-24-to-henry-moore,john-wesley,A 24 To Henry Moore,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,136,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1767-33-to-robert-costerdine,john-wesley,33 To Robert Costerdine,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1770-20-to-richard-bourke,john-wesley,20 To Richard Bourke,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1770-47-to-walter-churchey,john-wesley,47 To Walter Churchey,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1777-08-to-samuel-bardsley,john-wesley,08 To Samuel Bardsley,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1777-14-to-joseph-benson,john-wesley,14 To Joseph Benson,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1780b-28-to-john-valton,john-wesley,B 28 To John Valton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1782a-17-to-john-bredin,john-wesley,A 17 To John Bredin,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1786a-21-to-william-sagar,john-wesley,A 21 To William Sagar,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1786b-38-to-william-robarts,john-wesley,B 38 To William Robarts,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1787-04-to-jane-bisson,john-wesley,04 To Jane Bisson,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788a-03-to-mrs-barton,john-wesley,A 03 To Mrs Barton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788a-17-to-robert-carr-brackenbury,john-wesley,A 17 To Robert Carr Brackenbury,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1788a-45-to-william-simpson,john-wesley,A 45 To William Simpson,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1789a-61-to-mrs-crosby,john-wesley,A 61 To Mrs Crosby,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1790a-40-to-mr-andrews,john-wesley,A 40 To Mr Andrews,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,135,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1772-22-to-penelope-newman,john-wesley,22 To Penelope Newman,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1781b-23-to-robert-lindsay,john-wesley,B 23 To Robert Lindsay,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1782b-51-to-ellen-gretton,john-wesley,B 51 To Ellen Gretton,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1785b-40-to-thomas-wride,john-wesley,B 40 To Thomas Wride,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1786a-05-to-samuel-mitchell,john-wesley,A 05 To Samuel Mitchell,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1787-36-to-alexander-suter,john-wesley,36 To Alexander Suter,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1789b-17-to-edward-thomas,john-wesley,B 17 To Edward Thomas,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1789b-55-to-jeremiah-brettell,john-wesley,B 55 To Jeremiah Brettell,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1790a-26-to-charles-atmore,john-wesley,A 26 To Charles Atmore,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,134,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
jw-letter-1766-04-to-peggy-dale,john-wesley,04 To Peggy Dale,letter,jw-letter,YELLOW,"The Letters of John Wesley (per-year volumes, embedded header)",,1,133,True,"Largest single collection (2,635 files). Every raw file carries a 'Source: The Letters of John Wesley (YEAR)' header naming the letter's year, confirming these are Wesley's letters and not a mislabeled work — but no source_url was ever logged (no download script found; likely manual/scraped ingest predating ingest_batch.py logging). Recommend Wilson confirm the specific edition (Telford 1931 8-vol vs. an older PD compilation) and backfill a URL."
